273064	bachilleres	4	5	14	15
273066	universitarias	4	5	14	15
273067	cgi	4	5	14	15
273069	sr-sg cgi	4	5	14	15
273070	esquí	4	5	14	15
273071	residentes	4	5	14	15
273072	UICaop	4	5	14	15
273073	curso de inglés	4	5	14	15
273075	campo de trabajo bachilleres	4	5	14	15
273076	campamento	4	5	14	15
273077	2º ESO	4	5	14	15
273080	jornadas técnicas	4	5	14	15
273083	colonias	4	5	14	15
273084	jornadas juveniles	4	5	14	15
273085	deportes de aventura	4	5	14	15
273086	senderismo	4	5	14	15
273095	campo de trabajo universitarias	4	5	14	15
281000	(sin especificar)	4	5	14	15
281064	bachilleres	4	5	14	15
281066	universitarias	4	5	14	15
283000	(sin especificar)	4	5	14	15
283064	bachilleres	4	5	14	15
283066	universitarias	4	5	14	15
283075	campo de trabajo bachilleres	4	5	14	15
283083	colonias	4	5	14	15
283085	deportes de aventura	4	5	14	15
283086	senderismo	4	5	14	15
283095	campo de trabajo universitarias	4	5	14	15
291000	(sin especificar)	4	5	14	15
291064	bachilleres	4	5	14	15
291066	universitarias	4	5	14	15
293000	(sin especificar)	4	5	14	15
293064	bachilleres	4	5	14	15
293066	universitarias	4	5	14	15
293075	campo de trabajo bachilleres	4	5	14	15
293083	colonias	4	5	14	15
293085	deportes de aventura	4	5	14	15
293086	senderismo	4	5	14	15
293095	campo de trabajo universitarias	4	5	14	15
312096	arreglos y limpiezas	4	5	14	15
312097	RESERVADO	4	5	14	15
312098	obras	4	5	14	15
312099	familia	4	5	14	15
312106	arreglos JJ. PP.	4	5	14	15
312107	recoger JJ. PP.	4	5	14	15
