525	73	cfi_con	\N	\N	f	f
526	73	falta	\N	\N	f	f
527	73	encargo	\N	\N	f	f
528	73	cama	\N	\N	f	f
529	73	observ	\N	\N	f	f
530	73	observ_est	\N	\N	f	f
531	74	id_tipo_proceso	\N	\N	f	f
532	74	id_activ	\N	\N	f	f
533	74	id_fase	\N	\N	f	f
534	74	id_tarea	\N	\N	f	f
535	74	completado	\N	\N	f	f
536	74	observ	\N	\N	f	f
537	75	id_tipo_proceso	\N	\N	f	f
538	75	id_activ	\N	\N	f	f
539	75	id_fase	\N	\N	f	f
540	75	id_tarea	\N	\N	f	f
541	75	completado	\N	\N	f	f
542	75	observ	\N	\N	f	f
842	134	nom_activ	\N	\N	f	f
843	134	id_ubi	\N	\N	f	f
844	134	f_ini	\N	\N	f	f
845	134	h_ini	\N	\N	f	f
846	134	f_fin	\N	\N	f	f
847	134	h_fin	\N	\N	f	f
851	138	nom_activ	\N	\N	f	f
852	138	id_ubi	\N	\N	f	f
853	138	f_ini	\N	\N	f	f
854	138	h_ini	\N	\N	f	f
855	138	f_fin	\N	\N	f	f
856	138	h_fin	\N	\N	f	f
865	142	id_nom	\N	\N	f	f
879	146	id_nom	\N	\N	f	f
893	150	id_nom	\N	\N	f	f
902	154	nom_activ	\N	\N	f	f
903	154	id_ubi	\N	\N	f	f
904	154	f_ini	\N	\N	f	f
905	154	h_ini	\N	\N	f	f
906	154	f_fin	\N	\N	f	f
587	79	nom_activ	\N	\N	f	f
588	79	id_ubi	\N	\N	f	f
589	79	f_ini	\N	\N	f	f
590	79	h_ini	\N	\N	f	f
591	79	f_fin	\N	\N	f	f
592	79	h_fin	\N	\N	f	f
827	129	nom_activ	\N	\N	f	f
828	129	id_ubi	\N	\N	f	f
829	129	f_ini	\N	\N	f	f
830	129	h_ini	\N	\N	f	f
831	129	f_fin	\N	\N	f	f
832	129	h_fin	\N	\N	f	f
907	154	h_fin	\N	\N	f	f
911	158	nom_activ	\N	\N	f	f
912	158	id_ubi	\N	\N	f	f
913	158	f_ini	\N	\N	f	f
914	158	h_ini	\N	\N	f	f
915	158	f_fin	\N	\N	f	f
916	158	h_fin	\N	\N	f	f
925	162	id_nom	\N	\N	f	f
939	166	id_nom	\N	\N	f	f
953	170	id_nom	\N	\N	f	f
959	176	id_nom	\N	\N	f	f
596	83	nom_activ	\N	\N	f	f
597	83	id_ubi	\N	\N	f	f
598	83	f_ini	\N	\N	f	f
599	83	h_ini	\N	\N	f	f
593	80	id_nom	\N	\N	f	f
600	83	f_fin	\N	\N	f	f
601	83	h_fin	\N	\N	f	f
848	135	id_nom	\N	\N	f	f
594	81	id_nom	\N	\N	f	f
833	130	id_nom	\N	\N	f	f
857	139	nom_activ	\N	\N	f	f
858	139	id_ubi	\N	\N	f	f
859	139	f_ini	\N	\N	f	f
860	139	h_ini	\N	\N	f	f
861	139	f_fin	\N	\N	f	f
862	139	h_fin	\N	\N	f	f
866	143	nom_activ	\N	\N	f	f
867	143	id_ubi	\N	\N	f	f
868	143	f_ini	\N	\N	f	f
869	143	h_ini	\N	\N	f	f
870	143	f_fin	\N	\N	f	f
871	143	h_fin	\N	\N	f	f
880	147	id_nom	\N	\N	f	f
894	151	id_nom	\N	\N	f	f
908	155	id_nom	\N	\N	f	f
917	159	nom_activ	\N	\N	f	f
918	159	id_ubi	\N	\N	f	f
919	159	f_ini	\N	\N	f	f
920	159	h_ini	\N	\N	f	f
921	159	f_fin	\N	\N	f	f
922	159	h_fin	\N	\N	f	f
926	163	nom_activ	\N	\N	f	f
927	163	id_ubi	\N	\N	f	f
928	163	f_ini	\N	\N	f	f
929	163	h_ini	\N	\N	f	f
930	163	f_fin	\N	\N	f	f
931	163	h_fin	\N	\N	f	f
940	167	id_nom	\N	\N	f	f
954	171	id_nom	\N	\N	f	f
960	177	id_nom	\N	\N	f	f
956	173	nom_activ	\N	\N	f	f
963	44	observ	\N	\N	f	f
834	131	id_nom	\N	\N	f	f
849	136	id_nom	\N	\N	f	f
863	140	id_nom	\N	\N	f	f
872	144	nom_activ	\N	\N	f	f
873	144	id_ubi	\N	\N	f	f
874	144	f_ini	\N	\N	f	f
875	144	h_ini	\N	\N	f	f
876	144	f_fin	\N	\N	f	f
877	144	h_fin	\N	\N	f	f
881	148	nom_activ	\N	\N	f	f
882	148	id_ubi	\N	\N	f	f
883	148	f_ini	\N	\N	f	f
884	148	h_ini	\N	\N	f	f
885	148	f_fin	\N	\N	f	f
886	148	h_fin	\N	\N	f	f
815	125	nom_activ	\N	\N	f	f
816	125	id_ubi	\N	\N	f	f
817	125	f_ini	\N	\N	f	f
818	125	f_fin	\N	\N	f	f
819	126	id_nom	\N	\N	f	f
820	127	id_nom	\N	\N	f	f
895	152	id_nom	\N	\N	f	f
909	156	id_nom	\N	\N	f	f
923	160	id_nom	\N	\N	f	f
932	164	nom_activ	\N	\N	f	f
933	164	id_ubi	\N	\N	f	f
934	164	f_ini	\N	\N	f	f
935	164	h_ini	\N	\N	f	f
936	164	f_fin	\N	\N	f	f
937	164	h_fin	\N	\N	f	f
941	168	nom_activ	\N	\N	f	f
942	168	id_ubi	\N	\N	f	f
943	168	f_ini	\N	\N	f	f
944	168	h_ini	\N	\N	f	f
945	168	f_fin	\N	\N	f	f
946	168	h_fin	\N	\N	f	f
955	172	id_nom	\N	\N	f	f
957	174	nom_activ	\N	\N	f	f
961	178	id_ubi	\N	\N	f	f
329	44	nom_activ	\N	\N	f	f
964	45	observ	\N	\N	f	f
