994	1	18	1506	\N
994	2	68	1507	\N
992	1	7	1509	\N
993	1	40	1510	\N
997	1	31	1511	\N
995	1	31	1512	\N
940	3	7	1422	\N
941	1	98	1423	\N
941	2	99	1424	\N
941	3	7	1425	\N
927	1	11	1426	\N
927	2	92	1427	\N
927	3	102	1428	\N
940	1	98	1420	9 exemplars Cartes petites (del 1 al 9)\r\n<br>\r\n<br>\r\n<br>\r\n<br>
940	2	99	1421	<br>\r\n<br>\r\n<br>\r\n<br>
