3	B 10	f
5	Cartas de Familia	f
6	CD	f
7	Crónicas y Obras	f
8	Cuadernos	f
9	Documentos de formación	f
10	Documentos de gobierno	f
11	Meditaciones	f
12	Pastor bonus	f
13	Publicaciones internas	f
4	Cartes petites	t
